word;phone_id;phone;f1;f2;f3;next_phone;duration
mantel;88;m;243.489562067216;1080.5188405050005;2034.745598741336;a;0.08000000000000007
mantel;89;a;707.4841489790546;1205.5500049535362;2662.288466090266;n;0.04999999999999982
mantel;90;n;238.39881301317357;1167.8532518780755;2606.6842117892306;tʰ;0.0600000000000005
mantel;91;tʰ;401.4386776776868;1741.5535209564737;2692.8321945822754;l̩;0.0699999999999994
mantel;92;l̩;295.59636260839414;1739.2868561132918;2198.4625279220986;ɡ;0.040000000000000036
gehüllt;93;ɡ;235.31646869498388;1648.441071435793;2129.649753588975;ə;0.0600000000000005
gehüllt;94;ə;290.2248608348451;1708.7495610442559;2320.5345082921085;h;0.03000000000000025
gehüllt;95;h;246.3058490791331;1572.732729751361;2062.746006473166;ʏ;0.11999999999999922
gehüllt;96;ʏ;249.70248475269796;1555.7000192977039;1967.6070818531425;l;0.03000000000000025
gehüllt;97;l;303.34375883817006;1686.979535713728;2384.5186317359316;t;0.08999999999999986
gehüllt;98;t;383.18966859446016;1805.2272087249908;2706.233041196562;v;0.08999999999999986
war;99;v;350.8040048603534;1620.196844869724;2740.087419499957;aː;0.040000000000000036
war;100;aː;558.6413586070088;1097.369989330419;2709.588314512604;ɐ;0.08000000000000007
war;101;ɐ;567.77873950009;1146.273215529547;2601.5829508004495;d;0.03000000000000025
des;102;d;152.02385063885734;1128.6438584294433;2864.615973670261;ə;0.11000000000000032
des;103;ə;274.638341650405;1528.6388958782634;2414.290166402117;s;0.02999999999999936
des;104;s;1713.002518217302;3394.3797912370783;--undefined--;v;0.09000000000000075
weges;105;v;228.74202369804712;1788.5721306941691;2936.5379888698358;eː;0.04999999999999982
weges;106;eː;220.82023306249621;1830.164963820417;2680.0652088381053;ɡ;0.10999999999999943
weges;107;ɡ;217.71355743977728;1957.843803490069;2481.557473935288;ə;0.05000000000000071
weges;108;ə;288.1944431928902;1592.8878399821263;2162.0666857703636;s;0.040000000000000036
weges;109;s;1152.1094644498555;2709.330387814146;--undefined--;d;0.09999999999999964
daherkam;110;d;486.9170927839661;1745.6923878307457;3010.063072089882;aː;0.04999999999999982
daherkam;111;aː;532.4588230345123;1424.05036815865;2350.319035813699;h;0.03000000000000025
daherkam;112;h;481.6521787224459;1785.4287489479407;2449.7820532901674;eː;0.08000000000000007
daherkam;113;eː;361.9248221549269;1795.2149238965217;2171.9020606966014;ɐ;0.05999999999999961
daherkam;114;ɐ;615.5422470378797;1648.316519748409;2044.2480717795086;kʰ;0.0699999999999994
daherkam;115;kʰ;1570.4028345681977;1694.851793563041;3395.1681163863286;a;0.14000000000000057
daherkam;116;a;871.513701429495;1991.9263139510576;3374.962388148038;m;0.14000000000000057
daherkam;117;m;141.52775240844105;1161.003884531382;2461.4796548106356;;0.1899999999999995
sie;119;z;1677.8765426045732;2821.7767151072862;3532.618485794725;iː;0.11000000000000121
sie;120;iː;233.68284892679924;1891.0675546692573;2654.754995416705;v;0.0600000000000005
wurden;121;v;196.02076757773833;1831.7812411241355;2424.0774294113103;ʊ;0.08999999999999986
wurden;122;ʊ;195.53507001200003;945.8492355316884;2821.4025605707475;ʁ;0.06999999999999851
wurden;123;ʁ;107.82929635539357;1129.3357830860216;2217.2456561549743;d;0.010000000000001563
wurden;124;d;172.1769619318808;1055.6809453778712;2287.873652644445;n̩;0.03999999999999915
wurden;125;n̩;194.87967418518815;1459.2851896268967;2514.057626935737;aj;0.0600000000000005
einig;126;aj;670.31090002201;1416.3880753908747;2418.553397841636;n;0.15000000000000036
einig;127;n;170.89431831298847;1735.6273063140159;2617.2225441618866;ɪ;0.049999999999998934
einig;128;ɪ;157.2696225676498;1909.518249145814;2847.06973985055;ç;0.08000000000000007
einig;129;ç;153.8497147253155;2093.789912147966;2872.6875451188926;d;0.08000000000000007
dass;130;d;593.8364653261208;1768.0242192297937;2790.643584381899;a;0.0600000000000005
dass;131;a;306.50708170043043;1367.693981037376;2547.6592844773404;s;0.0600000000000005
dass;132;s;439.22228250456135;1775.9142581212227;3044.4031096023464;d;0.08999999999999986
derjenige;133;d;678.944044725473;1762.148768033798;2789.6552546885114;eː;0.03999999999999915
derjenige;134;eː;249.2459630965202;1846.2546137951363;2555.868095414098;ɐ;0.02999999999999936
derjenige;135;ɐ;287.03494654258196;1840.315165906246;2461.801019360261;j;0.05000000000000071
derjenige;136;j;267.13756573440224;1965.0914169421646;2672.8041891552934;eː;0.07000000000000028
derjenige;137;eː;264.10775446914005;2044.227245019528;2695.6446037544265;n;0.07000000000000028
derjenige;138;n;264.8792836240066;1379.2135474451122;2193.94811450046;ɪ;0.05999999999999872
derjenige;139;ɪ;275.8511317855793;2023.4606178441943;2465.129779421364;ɡ;0.05000000000000071
derjenige;140;ɡ;220.94357742209976;2091.469683444512;2506.529843327537;ə;0.05000000000000071
derjenige;141;ə;1757.037317347433;2048.7312562269676;3738.753781062646;f;0.049999999999998934
für;142;f;1723.3207365761366;1959.323873023156;3147.5496508336983;ə;0.09999999999999964
für;143;ə;282.3381614564584;1612.8169189176883;2338.292275011941;d;0.040000000000000924
den;144;d;430.9727208600598;1890.0255591930288;2616.7371174748846;ɛ;0.03999999999999915
den;145;ɛ;300.04317165664696;1748.007971154373;2510.6226134021153;n;0.040000000000000924
den;146;n;224.5263892003016;1654.3532561361521;2329.7289162274096;ʃ;0.049999999999998934
stärkeren;147;ʃ;1763.42928765345;2882.6119024615136;3287.3491364640413;t;0.08000000000000007
stärkeren;148;t;860.5449791901739;1832.0671141812008;2924.8835930303967;ɛ;0.05000000000000071
stärkeren;149;ɛ;488.8079933795667;1637.4838946392942;2435.248574789254;ʁ;0.040000000000000924
stärkeren;150;ʁ;416.33210506736094;1493.500241982653;1943.650365774932;kʰ;0.05999999999999872
stärkeren;151;kʰ;1423.8569785287643;1707.331388120914;3461.4682901297992;ə;0.09999999999999964
stärkeren;152;ə;367.4254148703062;1553.664454650865;2401.9630899789677;ʁ;0.030000000000001137
stärkeren;153;ʁ;312.6217055858925;1486.2660701545606;2451.751819500723;n̩;0.02999999999999936
stärkeren;154;n̩;223.6037574266026;1048.4888862805856;2121.867833808341;ɟ;0.07000000000000028
gelten;155;ɟ;280.65654882131355;1861.3147406039352;2398.2894890619136;ɛ;0.07000000000000028
gelten;156;ɛ;262.5240467008196;1797.75690889023;2255.4911743043363;l;0.049999999999998934
gelten;157;l;370.4291885027553;1718.9437527051575;2189.8835873235275;tʰ;0.0600000000000005
gelten;158;tʰ;401.336537272662;1772.2515625630137;2640.0581993284422;n̩;0.08999999999999986
gelten;159;n̩;248.54958743969033;1829.2331263657038;2001.914525276407;z;0.040000000000000924
sollte;160;z;160.70737208644968;1875.489570001606;3219.8736720592724;ɔ;0.08000000000000007
sollte;161;ɔ;922.5045156388821;2271.973331187389;3360.2169500934365;l;0.07000000000000028
sollte;162;l;150.63498318149306;1489.444481087971;2415.1006653801587;tʰ;0.05999999999999872
sollte;163;tʰ;389.4341265041006;1804.5916839804586;3048.3154597615858;ə;0.08000000000000007
sollte;164;ə;386.7848928154003;1551.219970722234;2481.1515741531703;;0.16000000000000014
der;166;d;627.3786665564126;1781.006714268664;2243.270359420605;eː;0.049999999999998934
der;167;eː;307.796631037149;1704.5118189751877;2453.9598022446667;ʁ;0.05000000000000071
der;168;ʁ;258.6601547580661;1702.5696352634382;2707.9221735612628;d;0.009999999999999787
den;169;d;307.4715248084115;1752.0399184929072;2958.5189582360185;ɛ;0.049999999999998934
den;170;ɛ;281.81761202530595;1771.749028424002;2417.5952423376457;n;0.05000000000000071
den;171;n;253.6230557798486;1433.4172621498553;2256.1831129799934;v;0.0600000000000005
wanderer;172;v;255.61570434635016;1577.4653669728477;2654.7445337023105;a;0.0600000000000005
wanderer;173;a;658.8868845352022;1282.1963262778925;2450.591583769626;n;0.05999999999999872
wanderer;174;n;866.3563291301314;2265.693193073177;2836.211260738835;d;0.040000000000000924
wanderer;175;d;1638.896606510212;2972.4662441002247;3211.6080985025674;ɐ;0.03999999999999915
wanderer;176;ɐ;169.5843746137662;1352.2247719212025;2654.1394503385272;ʁ;0.030000000000001137
wanderer;177;ʁ;416.7020169234909;1348.57631655189;2626.464041623938;ɐ;0.03999999999999915
wanderer;178;ɐ;399.13631316665794;1178.5470938204853;2455.8285774364226;ts;0.05000000000000071
zwingen;179;ts;440.68362914835797;1696.3863101385987;3029.6245702310616;v;0.129999999999999
zwingen;180;v;1720.0375900050717;3080.620749993054;--undefined--;ɪ;0.05000000000000071
zwingen;181;ɪ;193.0026178258881;1870.7423617230243;2337.4326434225595;ŋ;0.049999999999998934
zwingen;182;ŋ;157.72011964173598;1100.4077410165169;2262.488769052228;n̩;0.08999999999999986
zwingen;183;n̩;236.8548873490365;1735.9984738395478;2253.425421153539;v;0.08000000000000007
würde;184;v;310.38146065144156;1506.0871054520987;2072.073313010445;ʏ;0.040000000000000924
würde;185;ʏ;263.3926497184942;1724.8987194908548;2365.6692291820063;ʁ;0.0600000000000005
würde;186;ʁ;260.6993275505183;1653.9907945395557;2548.5818005816727;d;0.049999999999998934
würde;187;d;356.24349645441515;1716.9481588229107;2968.4459280135047;ə;0.040000000000000924
würde;188;ə;307.0579027994697;1689.2852431265662;2533.7846955510936;z;0.049999999999998934
seinen;189;z;1784.314223438355;3032.416001219154;4028.351734595363;aj;0.11000000000000121
seinen;190;aj;449.73640281984956;1526.0420356256104;2435.7278882021524;n;0.05999999999999872
seinen;191;n;286.0643747528296;1595.2072664889527;2511.0180636721634;n̩;0.0600000000000005
seinen;192;n̩;552.8289930830895;1479.9344543969219;2534.941465092468;m;0.10999999999999943
mantel;193;m;259.98419946877794;1289.381292001401;1929.6981083357944;a;0.040000000000000924
mantel;194;a;558.568158729155;1547.8316510911127;2147.4594144799244;n;0.0600000000000005
mantel;195;n;300.8181068747106;1433.0673098649695;2474.391184473867;tʰ;0.049999999999998934
mantel;196;tʰ;526.7811556447191;1730.764533399149;2723.3598595569297;l̩;0.08999999999999986
mantel;197;l̩;227.46894158145048;1139.7011091437498;2807.838265617738;;0.040000000000000924
abzunehmen;199;a;858.7546093531071;998.0514207061799;2626.3830590747584;p;0.05000000000000071
abzunehmen;200;p;156.5463470491817;1097.8909855893064;2540.564762314984;ts;0.11999999999999922
abzunehmen;201;ts;1630.7487459521608;2904.571019439837;3709.5665923188985;uː;0.10000000000000142
abzunehmen;202;uː;193.02222373120853;1462.9089826305556;2110.6586013468636;n;0.06999999999999851
abzunehmen;203;n;303.80045463356913;1336.5013605371826;2172.6627586908435;eː;0.0600000000000005
abzunehmen;204;eː;432.56389555821613;1725.6158519824914;2335.0775650015216;m;0.05000000000000071
abzunehmen;205;m;314.74817733131874;1651.1895166982697;2026.32076795034;n̩;0.05999999999999872
abzunehmen;206;n̩;161.75443259345187;1396.873786037272;2250.6647123136263;;0.22000000000000064
der;208;d;729.3859589717453;1707.9653808364308;3001.4980417725733;eː;0.05999999999999872
der;209;eː;313.7358613633618;1652.8983079288403;2571.1527912923916;ʁ;0.05000000000000071
der;210;ʁ;299.9793459137716;1656.6093455577409;2525.8998436934917;n;0.00999999999999801
nordwind;211;n;188.26799180852584;1394.4976387148695;2385.929493070756;ɔ;0.08000000000000185
nordwind;212;ɔ;414.37468360119624;1119.1575196895242;3036.342696780262;ʁ;0.030000000000001137
nordwind;213;ʁ;1067.854127365708;2720.6791757070846;3198.6689701607906;t;0.16000000000000014
nordwind;214;t;139.28231023313637;1115.7576793730238;2609.056109362202;v;0.03999999999999915
nordwind;215;v;150.67253200053216;1547.4850946781958;2179.862478224663;ɪ;0.03999999999999915
nordwind;216;ɪ;165.19188256380133;1816.9857922389099;2513.7705447135368;n;0.03999999999999915
nordwind;217;n;146.44528641581576;1315.659306972813;2062.386435824667;t;0.08000000000000185
nordwind;218;t;129.19942541755506;1635.310035678285;2818.7322980293056;;0.05000000000000071
blies;220;b;1553.9765688430502;1641.4368085716815;2980.8335935733703;l;0.030000000000001137
blies;221;l;185.89479396654013;1673.8040961311128;2605.949847999633;iː;0.060000000000002274
blies;222;iː;274.71977291114933;1935.692217958699;2798.946276191692;s;0.08999999999999986
blies;223;s;373.78936290797265;2017.186234506174;3282.8757373074695;m;0.08999999999999986
mit;224;m;1670.768682820701;2756.4648419144155;3694.029240684733;ɪ;0.029999999999997584
mit;225;ɪ;281.34236899348315;1712.1945199818085;2444.903931777426;t;0.030000000000001137
mit;226;t;258.43990440824706;1537.6744146979454;2631.137103194441;a;0.10999999999999943
aller;227;a;710.832361193757;1063.2127399614385;2716.1401619108897;l;0.03999999999999915
aller;228;l;219.63402852545096;1197.287171146877;2716.7799392702223;ɐ;0.0400000000000027
aller;229;ɐ;480.20068626916054;1404.540367375242;2553.2143911093435;m;0.08999999999999986
macht;230;m;267.50490498953667;1149.8544421014465;2282.991232227439;a;0.07000000000000028
macht;231;a;446.6551404130777;1068.0549878642776;2152.859709629808;x;0.08999999999999986
macht;232;x;965.7040916356287;1509.0166629377843;3149.0237102091946;t;0.10999999999999943
macht;233;t;1614.0021438897363;2848.495617117049;--undefined--;a;0.07000000000000028
aber;234;a;510.90286701393944;1169.7783923318516;2600.321295324862;b;0.04999999999999716
aber;235;b;242.01471164246848;1213.7601793968543;2413.145885733487;ɐ;0.07000000000000028
aber;236;ɐ;725.269657804159;1917.5706868597845;2778.199919240683;j;0.0400000000000027
je;237;j;1861.5088161152637;2899.3765235687465;3701.836362311307;eː;0.129999999999999
je;238;eː;299.8774063200624;1840.7219282551932;2412.3652336720043;m;0.03999999999999915
mehr;239;m;239.94480002443203;1328.1350691536231;2031.3864099904083;eː;0.07000000000000028
mehr;240;eː;307.10039690702513;1829.6458126140305;2424.683155609452;ɐ;0.05000000000000071
mehr;241;ɐ;424.7004625257517;1621.3807431043926;2329.20905099985;eː;0.05999999999999872
er;242;eː;399.2164426551316;1599.6295971451932;2980.0420993225307;ɐ;0.030000000000001137
er;243;ɐ;561.7630947245424;1581.912293427707;2638.7694258256315;b;0.05000000000000071
blies;244;b;218.58373094923547;1717.0972472767792;2678.0365778036694;l;0.08999999999999986
blies;245;l;279.37769569513995;1652.1242006011148;3120.4132466021583;iː;0.05000000000000071
blies;246;iː;156.34101209232543;1939.3632490688105;2531.1600923466344;s;0.11999999999999744
blies;247;s;1568.417151212523;2702.842202103959;3502.218483875087;;0.19000000000000128
desto;249;d;882.1190154460974;1753.267788176202;2757.2295554281563;ɛ;0.05000000000000071
desto;250;ɛ;269.53532026162986;1715.3643454839385;2639.8372892812263;s;0.03999999999999915
desto;251;s;154.00263065832235;1719.2622637394934;2777.4678510618783;t;0.05999999999999872
desto;252;t;1519.6416771380161;1877.4459481614233;3279.9183396325316;ɔ;0.060000000000002274
desto;253;ɔ;1361.5967629027034;2837.0510095592854;3581.7987980119365;f;0.03999999999999915
fester;254;f;1607.7367883794682;2675.2810528892405;3556.0293262098107;ɛ;0.05000000000000071
fester;255;ɛ;202.00334537760472;1665.519263183364;2532.6170666911953;s;0.05999999999999872
fester;256;s;153.38431558882598;1715.627039722443;2687.440489876304;t;0.07000000000000028
fester;257;t;164.80080856430587;1688.9716743761855;2870.8489651627583;ɐ;0.05000000000000071
fester;258;ɐ;282.507580241056;1548.0507776329755;2497.607529934483;h;0.029999999999997584
hüllte;259;h;1691.6229947236325;2878.847929113125;3527.8749656270415;ʏ;0.08999999999999986
hüllte;260;ʏ;217.725992699185;1750.8438291663363;2142.2605930377918;l;0.0400000000000027
hüllte;261;l;157.9562345737998;1555.8479336290359;2636.216424494663;tʰ;0.05999999999999872
hüllte;262;tʰ;155.83465566876828;1634.571576738241;3010.9245341858655;ə;0.05000000000000071
hüllte;263;ə;216.8435478684491;1682.2875640136726;2524.732112593689;z;0.03999999999999915
sich;264;z;151.32086832764443;1917.86763532543;3016.4359602015184;ɪ;0.10999999999999943
sich;265;ɪ;290.661651362012;1953.518560637543;2708.9224586200226;ç;0.060000000000002274
sich;266;ç;1867.8225159634512;2885.7616865201408;3408.169286424935;d;0.11999999999999744
der;267;d;367.8409595537191;1840.5523768646435;2674.336083374626;eː;0.05000000000000071
der;268;eː;390.56563486165464;1661.55172892274;2546.8387503941517;ʁ;0.05000000000000071
der;269;ʁ;1333.868652005806;1979.711535002984;3426.0899342422113;v;0.00999999999999801
wanderer;270;v;880.1884049018214;1829.5931808228904;2975.087404205406;a;0.05000000000000071
wanderer;271;a;287.7902333649315;1248.172863291683;2727.90214056814;n;0.10000000000000142
wanderer;272;n;145.79456430496296;1402.4649805588233;2696.3548755295583;d;0.03999999999999915
wanderer;273;d;166.7848224885087;1588.6054219498415;2751.021275752237;ɐ;0.05000000000000071
wanderer;274;ɐ;381.5256104816461;1639.7215518343912;2604.619708089147;ʁ;0.05000000000000071
wanderer;275;ʁ;312.07692961048923;1556.5308296752146;2616.354702159806;ɐ;0.07000000000000028
wanderer;276;ɐ;551.0315570719939;1540.7688237111079;2597.364098833371;ɪ;0.04999999999999716
in;277;ɪ;298.8099871041617;1520.4697996020334;2400.904654571721;n;0.14000000000000057
in;278;n;235.75731737975383;1296.0875760699498;2217.138308386369;z;0.10999999999999943
seinen;279;z;1644.9693289685936;2977.8629134679472;3525.265949346892;aj;0.11000000000000298
seinen;280;aj;362.4294229644152;1746.897632052549;2531.2423042991886;n;0.08999999999999986
seinen;281;n;260.6186252946451;1626.7746188472395;2561.061950044806;m;0.21999999999999886
mantel;282;m;245.7203663427555;1096.5645663058315;2174.234278187584;a;0.03999999999999915
mantel;283;a;528.2055669806961;1136.7967290738447;1860.7722570200788;n;0.05000000000000071
mantel;284;n;231.6414297374709;1259.6392311490015;2352.0698976354497;tʰ;0.07000000000000028
mantel;285;tʰ;275.7178861155954;1728.0320234700566;2880.894914789137;l̩;0.08999999999999986
mantel;286;l̩;342.5757455415548;1404.8700763278075;2521.7913632056084;aj;0.14000000000000057
ein;287;aj;1045.89922402616;1147.7184123730863;2517.9132103188026;n;0.14999999999999858
ein;288;n;162.7181166970318;1034.848264896963;2410.505842093855;;0.26000000000000156
endlich;290;ɛ;487.4443517179734;1825.3321577048928;2766.8740357182455;n;0.08999999999999986
endlich;291;n;183.08828879110834;1713.141632090178;2553.3512812517133;t;0.03999999999999915
endlich;292;t;1470.642278090094;2864.785455150843;3646.9719234278946;l;0.05000000000000071
endlich;293;l;228.1308897061717;1715.8181645718091;2730.287986554413;ɪ;0.03999999999999915
endlich;294;ɪ;223.99119089008326;1962.6582187657368;2758.520371071456;ç;0.03999999999999915
endlich;295;ç;241.74284245766475;1996.4360209016818;3263.9564440717713;;0.030000000000001137
gab;297;ɡ;1168.3751230844227;1652.3941437496928;3027.3839739832797;aː;0.05999999999999872
gab;298;aː;432.84866286113106;1104.3365361129572;2593.9470899526877;p;0.13000000000000256
gab;299;p;166.9301032476451;1033.810455426319;2938.0339878406558;d;0.129999999999999
der;300;d;387.72224741547205;1658.5216647800535;2762.2555246515335;eː;0.05000000000000071
der;301;eː;423.94576401005173;1566.629463077829;2516.9149214456506;ʁ;0.04999999999999716
der;302;ʁ;387.33627121887986;1539.9929239877697;2491.263002026711;n;0.010000000000001563
nordwind;303;n;244.19998501613935;1565.3889436938216;2461.5248293215823;ɔ;0.08999999999999986
nordwind;304;ɔ;983.8567852725369;1601.8216930192373;2907.8380215912807;ʁ;0.030000000000001137
nordwind;305;ʁ;942.9602408496982;1796.1455172760488;2554.1007118141492;t;0.0799999999999983
nordwind;306;t;306.9830164448153;1036.0771507945565;2429.2461511563683;v;0.060000000000002274
nordwind;307;v;265.45531078991223;1537.9611706965757;2379.0100486283727;ɪ;0.029999999999997584
nordwind;308;ɪ;281.879330189864;1747.5828083526985;2972.3313479433573;n;0.03999999999999915
nordwind;309;n;243.0292904404818;1706.132558383765;2878.9061545964296;t;0.060000000000002274
nordwind;310;t;327.9448805680077;2289.2468180900246;3079.683399345175;d;0.05000000000000071
den;311;d;665.8191894473932;1707.672791971668;2781.9438518778816;ɛ;0.03999999999999915
